@RELATION Pampa_Data

@ATTRIBUTE LOGPcons NUMERIC
@ATTRIBUTE MACCSFP125 NUMERIC
@ATTRIBUTE PCR NUMERIC
@ATTRIBUTE Psi_e_A NUMERIC
@ATTRIBUTE P_VSA_ppp_D NUMERIC
@ATTRIBUTE Mp NUMERIC
@ATTRIBUTE SpMin1_Bh(p) NUMERIC
@ATTRIBUTE Actividad {Act-1,Act1}

@DATA
3.0086,1,1.2801,7.7564,18.0108,0.6445,2.0135,Act1
4.3661,1,1.2449,7.7622,18.0108,0.6352,2.0993,Act1
1.9643,0,1.0869,7.8895,72.043,0.6204,2.0651,Act-1
4.453,1,1.5265,8.2685,33.1905,0.7179,2.0639,Act-1
0.7141,0,1.0635,8.1894,18.0108,0.6035,2.0363,Act-1
0.4613,0,1.0722,8.3083,18.0108,0.6058,1.9157,Act-1
0.5886,0,1.0641,8.3712,0.0,0.5989,1.8903,Act-1
1.3384,0,1.2142,8.0245,50.9079,0.6439,2.0815,Act-1
3.1892,0,1.1829,7.4755,42.6833,0.6209,2.0505,Act-1
0.9041,0,1.2161,8.0156,36.0215,0.6496,2.0698,Act-1
0.5378,0,1.0703,8.4107,18.0108,0.6051,2.0385,Act-1
4.0616,0,1.2231,8.2042,18.0108,0.7049,1.9798,Act-1
3.198,0,1.2316,7.8019,18.0108,0.6775,1.9874,Act-1
1.6119,0,1.2015,7.971,18.0108,0.6465,2.0604,Act-1
2.4571,0,1.221,8.0038,34.4157,0.6391,2.0479,Act-1
1.2308,0,1.245,8.2407,49.3022,0.6574,2.0316,Act-1
2.5788,0,1.2382,7.6964,18.0108,0.6479,1.998,Act-1
1.3909,0,1.1836,7.4432,21.1351,0.6224,2.1125,Act-1
1.5919,1,1.2739,7.4618,21.1351,0.6708,2.08,Act-1
2.5724,1,1.271,7.7998,39.1458,0.658,2.1128,Act-1
1.8832,1,1.2727,7.5682,21.1351,0.6431,2.1132,Act-1
3.302,1,1.27,7.7518,21.1351,0.6694,2.114,Act-1
2.5314,1,1.268,7.6306,21.1351,0.6383,2.1175,Act-1
3.2515,1,1.2692,7.5259,21.1351,0.6787,2.1154,Act-1
3.1535,1,1.2692,7.5713,21.1351,0.6705,2.1154,Act-1
1.7559,1,1.2738,7.6692,21.1351,0.6382,2.1221,Act-1
1.8264,1,1.2675,7.4741,21.1351,0.6374,2.115,Act-1
2.0901,1,1.2675,7.5469,21.1351,0.6545,2.1148,Act-1
3.6028,1,1.3142,7.5009,21.1351,0.6633,2.1136,Act-1
1.8436,1,1.266,7.4684,21.1351,0.6374,2.1147,Act-1
2.195,1,1.2618,7.4528,21.1351,0.6351,2.1146,Act-1
3.2494,1,1.2674,7.5144,0.0,0.6397,2.0582,Act-1
2.2918,0,1.2193,7.8088,60.6941,0.6324,2.0072,Act-1
6.2828,1,1.422,7.983,18.0108,0.6751,2.0909,Act1
2.9062,0,1.2104,8.0221,52.4265,0.6377,2.0624,Act-1
3.26,1,1.2885,7.9328,34.7963,0.6475,2.0426,Act1
3.8552,1,1.3999,8.0313,51.2013,0.7002,2.0449,Act-1
2.9605,1,1.4238,8.1288,51.2013,0.686,2.0484,Act1
2.9605,1,1.4275,8.1288,51.2013,0.686,2.0485,Act1
2.9605,1,1.4384,8.1288,51.2013,0.686,2.0488,Act1
3.4212,1,1.5138,7.5926,34.7963,0.6685,2.0814,Act1
5.025,1,1.458,7.8864,42.6833,0.7764,2.0132,Act1
4.8806,1,1.458,7.8291,42.6833,0.8533,2.0103,Act1
1.5587,1,1.4174,7.8397,60.5716,0.6707,2.0151,Act-1
4.2805,1,1.3495,7.6988,59.4689,0.6459,2.1082,Act1
3.6735,1,1.2966,7.9077,34.4157,0.7057,2.0468,Act1
2.7362,1,1.4137,7.7381,51.4593,0.6769,2.0248,Act1
4.7604,1,1.4476,7.5517,18.0108,0.6818,2.1168,Act1
4.9348,1,1.4259,7.7265,54.0323,0.6756,2.0914,Act1
3.7336,1,1.4697,7.5606,50.9079,0.682,2.0918,Act1
4.7307,1,1.3945,7.5741,18.0108,0.6947,2.0406,Act1
3.7536,1,1.3713,7.6619,70.8178,0.6743,2.085,Act1
2.5125,1,1.457,7.7667,18.0108,0.6848,2.0361,Act1
4.0736,1,1.3744,7.6131,0.0,0.6576,2.0445,Act1
3.9686,1,1.545,7.9245,34.4157,0.7264,2.0618,Act1
3.3705,1,1.3864,7.7452,52.6845,0.6902,2.0708,Act1
3.3663,1,1.3866,7.6458,0.0,0.6914,2.0738,Act1
5.201,1,1.3841,7.6004,18.0108,0.7146,2.0019,Act1
4.2983,1,1.3983,7.6506,18.0108,0.7135,2.003,Act1
2.1766,0,1.2899,8.1312,0.0,0.6919,2.0831,Act-1
-0.3309,0,1.1847,7.8106,45.8077,0.6294,2.1217,Act-1
3.6678,1,1.4019,7.6369,0.0,0.6475,2.0493,Act1
1.7106,0,1.1569,7.5333,16.7855,0.6204,2.0414,Act1
3.6678,1,1.4019,7.6369,0.0,0.6475,2.0493,Act1
3.4789,1,1.319,7.7578,42.6833,0.6505,2.1297,Act1
1.2126,0,1.2869,7.7879,32.8972,0.7002,1.9945,Act-1
3.4529,1,1.353,7.7471,121.3882,0.6539,2.074,Act-1
4.2554,1,1.384,7.5625,16.7855,0.6622,2.1255,Act1
4.4481,1,1.4471,7.5556,0.0,0.7394,1.981,Act1
3.6689,0,1.1862,7.4912,0.0,0.6272,2.057,Act1
3.0018,1,1.3291,7.8267,18.0108,0.6861,2.0306,Act-1
4.476,1,1.3753,8.7826,60.6941,0.6599,2.0646,Act1
1.6565,0,1.2237,8.3261,103.3774,0.62,2.053,Act-1
2.9067,1,1.3152,7.7738,59.4689,0.6425,2.045,Act-1
0.8827,0,1.2458,8.3997,67.3129,0.6898,2.0787,Act-1
2.7742,1,1.3906,7.8301,65.7944,0.6896,2.0587,Act1
0.4566,0,1.2524,8.576,65.7072,0.7031,2.0975,Act-1
1.8567,0,1.219,7.9792,78.7048,0.6101,2.0324,Act1
3.9305,0,1.062,7.7984,42.6833,0.6194,2.1451,Act1
4.1795,0,1.1066,8.0892,0.0,0.6463,2.1372,Act1
2.7573,0,1.062,7.9274,85.3667,0.6184,2.1449,Act-1
3.6166,0,1.0625,7.9262,42.6833,0.6188,2.145,Act-1
3.1567,0,1.1016,8.2824,42.6833,0.6252,2.1414,Act1
2.4729,0,1.0385,8.4935,0.0,0.6897,1.876,Act-1
3.9579,0,1.2768,8.1241,18.0108,0.6714,2.0664,Act1
1.6589,0,1.036,8.1343,50.9079,0.5763,1.9864,Act1
1.7654,0,1.0636,8.0469,36.0215,0.637,2.0407,Act-1
2.3573,0,1.037,8.1,42.6833,0.5769,1.9645,Act-1
1.797,0,1.0118,7.45,0.0,0.5907,2.0794,Act-1
1.3288,0,1.0,7.9667,85.3667,0.5629,1.9698,Act-1
0.5622,0,1.1169,7.6474,42.6833,0.6226,2.1008,Act1
1.5887,0,1.184,7.4841,21.1351,0.6149,2.1216,Act-1
4.5865,0,1.2768,7.0741,31.672,0.6996,2.0899,Act1
4.4362,1,1.4224,7.6071,36.0215,0.643,2.104,Act1
3.8437,1,1.4128,8.0086,16.405,0.6684,2.059,Act1
3.9263,0,1.2538,7.7623,42.6833,0.6447,2.1306,Act1
3.3737,1,1.3396,8.0476,60.6941,0.67,2.0387,Act1
4.6552,1,1.5391,7.875,34.4157,0.712,2.0581,Act1
5.291,1,1.379,7.5,18.0108,0.684,2.0144,Act1
5.6435,1,1.3731,7.4821,18.0108,0.6788,2.0466,Act1
3.4494,1,1.4003,8.0584,18.0108,0.7207,2.0528,Act1
2.5077,0,1.2579,7.8333,0.0,0.6434,2.0612,Act1
2.2881,0,1.246,7.7179,18.0108,0.6549,1.98,Act-1
2.0665,0,1.3016,8.4012,85.3667,0.6654,2.116,Act-1
0.4788,0,1.015,8.207,177.6411,0.6274,2.0094,Act-1
1.6005,0,1.2754,7.7222,32.8972,0.6861,2.0019,Act-1
2.6081,0,1.2727,8.0833,42.6833,0.6449,2.0222,Act-1
3.6625,1,1.2664,7.7315,0.0,0.6276,2.0444,Act1
1.9564,0,1.0,7.1481,18.0108,0.5806,2.031,Act-1
3.7899,1,1.5304,7.8712,101.9072,0.6612,2.0745,Act1
4.3469,1,1.5275,7.8963,59.2238,0.6605,2.0747,Act-1
2.7672,1,1.3238,7.8309,17.8882,0.6424,2.0903,Act-1
6.9136,1,1.6883,7.6325,42.6833,0.6932,2.0939,Act-1
1.922,1,1.3751,7.5648,32.8972,0.6414,2.1025,Act-1
1.937,1,1.3382,7.8561,18.0108,0.645,2.0843,Act-1
4.1507,1,1.4417,7.8698,59.2238,0.648,2.0749,Act-1
1.2021,0,1.0558,8.5238,42.6833,0.5715,1.8967,Act-1
3.4364,0,1.1029,7.9548,42.6833,0.6253,2.1397,Act1
5.2528,0,1.1593,7.5481,42.6833,0.6301,2.1336,Act1
1.9839,1,1.2784,8.5294,188.7441,0.6344,2.1415,Act1
4.0955,0,1.0992,8.1299,42.6833,0.6231,2.1412,Act1
3.4675,0,1.0832,7.892,85.3667,0.596,1.9912,Act-1
2.431,0,1.389,8.0563,121.3882,0.6397,1.9945,Act-1
3.9119,0,1.0337,8.0219,0.0,0.5939,2.0139,Act-1
4.7927,0,1.0,7.2257,32.8972,0.5798,2.0799,Act1
2.3845,0,1.0417,8.1667,60.6941,0.587,1.9937,Act-1
5.61,1,1.3143,7.7284,0.0,0.6632,2.0521,Act-1
11.5449,1,1.4034,7.675,54.0323,0.6318,2.065,Act1
4.0538,0,1.2124,7.8519,42.6833,0.6185,2.0036,Act-1
8.3929,1,1.4218,7.6196,85.3667,0.64,2.0867,Act-1
3.642,0,1.0203,8.2901,85.3667,0.5948,2.0243,Act1
2.5635,0,1.2643,7.9444,42.6833,0.6197,1.9605,Act1
2.9287,0,1.2378,7.625,42.6833,0.6266,2.0169,Act1
5.6153,0,1.1612,7.6333,42.6833,0.5979,1.9743,Act-1
5.3623,0,1.2483,7.6833,42.6833,0.6066,1.962,Act-1
6.128,0,1.1513,7.4848,0.0,0.5968,1.9755,Act-1
0.3627,0,1.3407,8.2092,426.8334,0.5956,2.0128,Act-1
3.7494,0,1.1777,7.8155,128.05,0.6164,2.0833,Act-1
2.0953,0,1.1328,7.94,85.3667,0.6085,1.9617,Act-1
2.7362,0,1.1338,8.0133,170.7334,0.5969,1.9719,Act-1
4.7572,1,1.4415,7.5911,0.0,0.6692,2.0664,Act-1
3.9273,1,1.3265,7.7971,0.0,0.676,2.0152,Act-1
3.4532,1,1.2734,7.9236,42.6833,0.6643,2.0197,Act1
2.2084,0,1.0428,7.9825,18.0108,0.6095,2.0716,Act-1
3.7393,1,1.3707,7.4333,0.0,0.6328,2.1304,Act1
4.1916,1,1.2579,7.8423,34.4157,0.6693,2.073,Act1
4.4103,1,1.5343,7.6815,59.2238,0.683,2.0745,Act1
4.3147,1,1.4536,7.9556,85.3667,0.6825,2.04,Act1
6.1231,1,1.4083,7.7244,16.405,0.6376,2.0472,Act-1
5.2049,0,1.0622,7.6586,0.0,0.6204,2.1454,Act1
3.0538,0,1.0849,8.0267,128.05,0.5969,1.9801,Act1
5.146,0,1.0897,7.6481,42.6833,0.5902,1.9781,Act1
3.5076,0,1.0271,7.8462,42.6833,0.5796,1.9846,Act1
4.8365,0,1.0867,7.7619,85.3667,0.5874,1.9832,Act1
1.9296,0,1.2238,8.8633,65.7072,0.6464,2.1152,Act1
6.1287,0,1.0568,7.4889,0.0,0.616,2.1524,Act-1
5.9566,0,1.1553,7.5089,42.6833,0.6261,2.1336,Act-1
3.7238,1,1.259,7.9257,0.0,0.653,2.0238,Act1
4.9767,1,1.3425,7.6389,16.7855,0.6524,1.9967,Act1
3.352,0,1.2319,7.8214,85.3667,0.6176,2.0191,Act1
4.7162,0,1.0795,7.8,85.3667,0.5949,1.9847,Act-1
3.4282,0,1.1623,7.6149,60.6941,0.6119,2.0531,Act1
2.7072,0,1.037,8.0667,42.6833,0.5769,1.9507,Act-1
7.1611,0,1.0256,7.7374,0.0,0.5875,1.9699,Act-1
3.0685,0,1.1066,7.9744,0.0,0.5982,1.965,Act1
6.1744,0,1.088,7.5833,42.6833,0.5899,1.9828,Act-1
3.1099,0,1.1344,7.5794,18.0108,0.6055,2.0435,Act1
3.8288,0,1.1993,7.7698,60.6941,0.6097,2.0162,Act1
6.5291,0,1.427,7.5694,0.0,0.6182,1.9742,Act-1
3.8235,0,1.1876,7.6402,118.2639,0.6018,2.0509,Act-1
-5.203,1,1.1807,8.4304,563.0336,0.6152,2.0355,Act-1
2.7472,0,1.0271,7.9744,20.1582,0.5802,1.9701,Act1
3.4783,0,1.0298,7.8889,42.6833,0.5788,1.9677,Act1
6.9804,0,1.0567,7.4489,0.0,0.6149,2.1349,Act-1
7.2443,0,1.0555,7.4479,0.0,0.6138,2.1444,Act1
6.9804,0,1.0567,7.4489,0.0,0.6149,2.1349,Act1
8.0054,1,1.3536,7.8232,0.0,0.6444,2.0741,Act-1
7.4821,1,1.2832,7.8191,0.0,0.6369,2.0761,Act1
7.1233,0,1.0,7.254,42.6833,0.5785,2.0083,Act-1
6.9313,0,1.0239,7.6714,18.0108,0.5918,2.0523,Act-1
9.3051,0,1.015,7.439,0.0,0.6194,1.9781,Act1
8.3524,1,1.2558,7.5901,0.0,0.6415,2.0804,Act-1
4.5983,0,1.1545,7.2569,0.0,0.5986,2.0736,Act1
6.2582,1,1.354,7.2197,0.0,0.6261,2.1684,Act-1
5.1088,0,1.159,7.1812,0.0,0.6008,2.0931,Act1
5.8403,0,1.0171,7.4737,0.0,0.5821,1.9868,Act1
7.017,0,1.0172,7.695,0.0,0.591,2.038,Act-1
6.2538,0,1.1759,7.1746,0.0,0.6023,2.0849,Act1
19.5706,0,1.7243,7.3794,0.0,0.6145,2.0697,Act1
6.5611,0,1.0152,7.4286,0.0,0.5826,1.9913,Act-1
10.7673,0,1.3455,7.3706,0.0,0.6097,2.0646,Act1
7.0544,0,1.1677,8.024,60.6941,0.6259,2.0943,Act1
6.373,0,1.0096,7.6768,103.3774,0.6061,2.0172,Act-1
8.5424,1,1.3065,7.6076,0.0,0.6222,2.0856,Act-1
7.4435,0,1.0886,7.8111,85.3667,0.6106,2.1405,Act-1
4.228,0,1.0624,8.0115,128.05,0.5918,1.9911,Act-1
4.7971,0,1.0,7.1,0.0,0.5744,2.0564,Act-1
6.1663,0,1.1462,7.1603,0.0,0.5991,2.0931,Act-1
6.1674,1,1.2099,7.3108,0.0,0.6075,2.089,Act-1
1.5977,0,1.0254,8.1237,293.6843,0.5882,2.0286,Act1
5.4504,0,1.0123,7.68,85.3667,0.5792,1.9944,Act1
6.0286,0,1.0136,7.5507,42.6833,0.5808,1.9943,Act-1
5.6895,0,1.0927,7.7708,146.0608,0.5952,2.0027,Act1
10.0335,0,1.0,7.1724,42.6833,0.5809,2.0027,Act1
7.9284,0,1.0,7.2174,42.6833,0.5792,1.9989,Act-1
7.9668,1,1.1574,7.7006,18.0108,0.609,2.0949,Act-1
6.4995,0,1.0,7.2632,42.6833,0.5776,1.9943,Act-1
5.775,0,1.0,7.2941,42.6833,0.5764,1.9909,Act-1
8.004,0,1.2369,7.4943,0.0,0.6152,2.0462,Act-1
4.0158,0,1.0112,7.6039,0.0,0.5893,2.038,Act1
3.218,0,1.0136,7.5942,96.7156,0.5747,1.9883,Act1
3.3535,0,1.0468,8.2042,0.0,0.6,1.9815,Act-1
4.1464,0,1.0,7.4375,42.6833,0.5724,1.9811,Act1
2.9526,0,1.0,7.575,42.6833,0.5701,1.9813,Act1
3.7098,0,1.0385,8.0833,0.0,0.5948,1.9811,Act1
4.7639,0,1.0,7.386,42.6833,0.5943,1.9774,Act1
5.2226,0,1.1868,7.7523,117.3762,0.6447,1.9866,Act1
6.9265,1,1.4265,7.6146,16.7855,0.6393,2.0244,Act1
1.3368,0,1.1127,8.5093,36.0215,0.6073,1.9849,Act-1
5.217,1,1.4976,7.8333,50.9079,0.6466,2.061,Act-1
3.8655,1,1.3317,7.7348,0.0,0.6508,2.01,Act1
-0.6918,0,1.0337,8.8085,154.0789,0.6172,1.9663,Act-1
3.5702,0,1.1669,8.1019,60.6941,0.6403,2.017,Act1
3.18,0,1.1852,7.7611,36.0215,0.622,2.0795,Act1
2.9425,0,1.1887,7.7759,36.0215,0.6237,2.0792,Act1
4.2758,1,1.3012,7.7567,0.0,0.6786,2.0159,Act1
4.4179,1,1.4244,7.5893,18.0108,0.646,2.0433,Act1
0.9009,0,1.1205,8.4,103.3774,0.602,1.9793,Act-1
-3.8458,1,1.3389,8.3848,546.1971,0.6297,2.0332,Act-1
-1.041,1,1.3452,8.1829,474.2038,0.6316,2.0867,Act-1
3.0922,0,1.2162,7.8864,18.0108,0.6531,2.0075,Act1
3.0231,0,1.2343,7.7424,0.0,0.6509,1.9799,Act1
5.8562,1,1.4058,7.5901,18.0108,0.6692,2.0489,Act1
4.5311,1,1.3939,7.6111,18.0108,0.6749,1.9806,Act1
4.2079,1,1.2277,7.7613,42.6833,0.6326,2.0262,Act-1
3.1419,0,1.0298,7.5,0.0,0.6591,1.9455,Act-1
8.4787,1,1.4889,7.581,42.6833,0.7012,2.0264,Act-1
3.6293,0,1.181,7.6364,32.8972,0.6073,2.0103,Act-1
1.4487,0,1.016,7.6548,0.0,0.5876,2.0307,Act1
-0.9464,0,1.0,8.2222,170.7334,0.5677,2.0469,Act-1
3.9187,1,1.3061,7.7882,0.0,0.6848,2.0146,Act1
3.361,1,1.42,7.744,18.0108,0.6455,2.0603,Act1
4.3454,1,1.4338,7.4514,18.0108,0.6499,2.0622,Act1
3.3963,1,1.3486,7.6975,18.0108,0.6493,2.1357,Act1
3.8093,0,1.184,7.5,18.0108,0.6197,2.0686,Act1
0.3306,0,1.0648,8.1212,132.2626,0.5706,1.9244,Act-1
2.6593,1,1.2857,7.9983,78.7048,0.6531,2.0737,Act-1
1.8526,0,1.2306,8.1898,34.4157,0.6421,2.0393,Act-1
0.5197,0,1.2129,7.6667,21.1351,0.6063,2.0311,Act-1
1.1765,0,1.2013,7.6032,21.1351,0.604,2.047,Act-1
2.7403,0,1.2129,7.6842,18.0108,0.6115,2.0223,Act-1
1.8009,0,1.2145,7.8444,103.3774,0.6108,2.0154,Act-1
2.2903,0,1.2417,7.9286,32.8972,0.6291,2.005,Act-1
2.4912,0,1.2417,8.0714,42.6833,0.6319,1.9931,Act-1
4.2438,1,1.3962,7.862,16.405,0.6726,2.0321,Act1
1.9083,0,1.2341,8.0,57.2784,0.62,2.0144,Act1
5.197,1,1.4836,8.4583,36.0215,0.6759,2.0621,Act-1
1.3394,1,1.3549,7.6,21.1351,0.6219,2.1294,Act-1
3.56,1,1.3549,7.6133,18.0108,0.6264,2.128,Act-1
2.8831,0,1.2042,7.7348,32.8972,0.6055,2.0177,Act-1
3.6515,0,1.1863,7.5238,0.0,0.6211,2.0438,Act1
2.7396,1,1.2298,7.5909,42.6833,0.6325,2.1077,Act1
2.6676,0,1.1774,7.4444,0.0,0.6097,2.0117,Act-1
1.6596,0,1.216,7.8646,0.0,0.62,1.9765,Act1
3.2317,0,1.1882,7.5278,0.0,0.6054,2.0165,Act1
2.8727,0,1.182,7.9028,77.0991,0.6193,2.045,Act1
4.5335,1,1.3092,7.6726,0.0,0.6783,2.0387,Act1
3.7621,0,1.2084,7.575,18.0108,0.6118,2.0469,Act-1
2.2678,0,1.1808,8.1042,60.6941,0.6193,2.0232,Act-1
5.5632,1,1.3597,7.8185,18.0108,0.6447,2.0519,Act-1
3.7265,0,1.1989,7.4352,42.6833,0.6185,2.0977,Act1
3.7265,0,1.1965,7.4352,42.6833,0.6185,2.0978,Act1
2.8129,0,1.2227,7.5351,18.0108,0.6242,2.0231,Act-1
4.3059,1,1.2651,7.4242,42.6833,0.6648,2.0969,Act1
1.5264,0,1.1687,7.4405,50.9079,0.645,1.996,Act-1
3.8381,1,1.4193,7.9401,32.81,0.7172,2.0433,Act1
3.8028,1,1.273,7.2273,16.7855,0.6624,2.1338,Act-1
3.5654,1,1.443,7.5417,18.0108,0.6498,2.0618,Act1
1.9366,0,1.2045,7.7244,36.0215,0.653,2.0716,Act1
3.5294,0,1.2041,7.7622,36.0215,0.7043,2.0648,Act1
2.1353,0,1.1999,7.6975,36.0215,0.6492,2.0686,Act1
3.448,0,1.1892,7.525,18.0108,0.6218,2.0675,Act-1
1.7268,0,1.1844,8.0152,0.0,0.6191,2.015,Act-1
3.8264,1,1.4655,7.8659,36.0215,0.671,2.1159,Act1
1.8993,0,1.2001,7.9737,36.0215,0.6378,1.947,Act1
2.3162,0,1.2285,7.7083,36.0215,0.62,2.0248,Act-1
3.3034,1,1.3373,7.74,60.6941,0.6398,2.0373,Act1
3.2872,1,1.4576,8.0,102.0297,0.6625,2.008,Act1
2.1119,0,1.2532,8.1538,42.6833,0.6373,1.992,Act1
2.4885,0,1.2607,7.9028,0.0,0.6449,1.9913,Act1
3.7711,1,1.2267,7.5957,0.0,0.6434,2.0694,Act1
3.0637,1,1.4433,7.9213,59.4689,0.6908,2.0215,Act-1
2.5199,0,1.216,7.7698,32.8972,0.6066,2.0169,Act1
2.5199,0,1.2044,7.7698,32.8972,0.6066,2.0165,Act1
2.7093,1,1.3486,7.8704,18.0108,0.6747,1.9808,Act-1
4.8086,1,1.3979,7.6167,36.0215,0.6495,2.1159,Act1
2.6748,1,1.3722,8.0694,146.0608,0.6486,2.0053,Act1
2.674,1,1.3486,7.8148,34.7963,0.671,1.9921,Act1
1.6842,0,1.2491,7.8696,75.5805,0.6562,2.0171,Act1
3.3961,1,1.3623,8.0178,42.6833,0.6982,2.0741,Act1
2.4925,0,1.2234,7.7407,0.0,0.6134,2.0329,Act1
4.6737,1,1.2865,7.8833,16.405,0.7245,2.0648,Act1
2.3937,0,1.3064,8.0104,0.0,0.7075,2.0515,Act1
3.3173,0,1.2819,7.5947,36.0215,0.6248,2.0971,Act-1
1.3353,0,1.2096,8.0167,78.4598,0.5972,2.0175,Act1
1.8842,1,1.3079,8.1006,34.7963,0.6442,2.0267,Act1
1.7253,0,1.1836,7.662,32.8972,0.627,1.9937,Act-1
3.762,1,1.3069,7.9254,18.0108,0.6741,2.035,Act1
3.7423,1,1.4574,7.6304,0.0,0.6665,2.0793,Act1
4.3683,1,1.3609,7.8657,0.0,0.6499,2.1145,Act1
2.5751,0,1.2432,7.7143,0.0,0.6307,2.0281,Act-1
2.051,0,1.1728,7.7586,0.0,0.6181,2.1311,Act1
2.3769,1,1.2729,7.4933,34.7963,0.6342,2.1339,Act-1
4.0366,1,1.433,7.6061,0.0,0.6743,2.0294,Act1
0.5924,0,1.0209,7.619,0.0,0.5807,2.032,Act-1
3.3111,0,1.0415,7.5208,0.0,0.7071,1.8772,Act-1
4.6133,1,1.3479,7.3333,0.0,0.6747,2.0684,Act1
1.7162,1,1.3596,7.5667,0.0,0.6279,2.0853,Act-1
3.7499,0,1.2101,7.6891,42.6833,0.6279,2.0742,Act-1
2.648,0,1.2294,7.6569,18.0108,0.6174,2.039,Act1
2.1487,0,1.2426,7.9417,18.0108,0.6188,2.0373,Act-1
1.8154,0,1.2287,7.9825,18.0108,0.6212,2.0081,Act-1
1.7185,0,1.2873,8.0538,60.6941,0.6252,1.9935,Act-1
4.4559,1,1.4816,7.6511,60.6941,0.6796,2.1255,Act-1
6.6874,1,1.4719,6.5503,18.0108,0.6421,2.1927,Act1
6.8111,1,1.5173,7.5072,18.0108,0.6799,2.1306,Act1
4.2237,1,1.3592,7.4596,18.0108,0.6461,2.1217,Act-1
4.8141,1,1.2822,6.9933,0.0,0.648,2.0304,Act1
4.4521,1,1.367,7.5972,18.0108,0.6579,2.0031,Act1
4.4254,1,1.4869,7.5677,18.0108,0.669,2.0504,Act1
4.3929,1,1.4343,7.7586,0.0,0.6408,2.1063,Act1
4.6994,1,1.3216,7.5735,0.0,0.6456,2.1132,Act1
2.7412,1,1.3829,7.9195,52.807,0.643,1.9707,Act1
1.7596,1,1.3783,8.3509,180.8571,0.6276,1.9707,Act1
2.2595,0,1.338,7.9253,36.0215,0.643,1.9696,Act1
1.921,0,1.215,7.8722,50.9079,0.6285,2.0116,Act-1
1.3809,0,1.2372,8.072,18.0108,0.6272,2.0472,Act-1
1.395,0,1.2139,7.7647,50.9079,0.6138,2.0177,Act-1
3.3504,0,1.1686,7.587,18.0108,0.6062,2.0294,Act-1
4.2261,1,1.3575,7.5417,18.0108,0.6769,2.067,Act1
2.7747,1,1.4321,7.7244,60.6941,0.6622,2.1355,Act1
4.1896,1,1.3227,7.5298,0.0,0.632,2.1394,Act-1
3.5375,0,1.165,7.5516,0.0,0.6211,2.021,Act-1
2.5049,0,1.2168,7.9043,32.8972,0.6387,1.9936,Act1
1.3808,0,1.216,7.8021,0.0,0.618,1.9836,Act1
6.2386,1,1.3855,7.4866,0.0,0.6838,2.0618,Act-1
3.0543,1,1.322,7.45,0.0,0.645,1.9902,Act1
4.1903,1,1.341,7.5903,0.0,0.6434,2.0379,Act1
3.72,0,1.1636,7.6076,0.0,0.6062,2.0488,Act1
3.3835,0,1.1509,7.566,0.0,0.6144,2.0195,Act1
3.2942,1,1.3148,7.9556,16.405,0.6615,2.0826,Act1
1.9546,1,1.2989,7.9672,34.7963,0.64,2.083,Act1
2.6512,1,1.3776,8.15,18.0108,0.6845,2.0616,Act1
4.3273,1,1.4061,8.0651,18.0108,0.6763,2.0713,Act1
1.7305,1,1.3031,7.8254,42.6833,0.653,2.0425,Act1
4.935,1,1.2977,7.3016,0.0,0.6438,2.0345,Act1
4.429,1,1.266,7.672,0.0,0.6246,2.0396,Act1
3.5186,1,1.5077,7.8684,95.3679,0.6463,2.1183,Act1
3.1412,1,1.5046,8.0806,126.9482,0.6567,2.1183,Act-1
2.7768,1,1.3619,7.9779,0.0,0.6395,2.0631,Act1
0.6836,0,1.206,7.8611,18.0108,0.6062,2.0169,Act1
3.3158,1,1.354,7.6135,60.6941,0.6422,2.1217,Act1
-3.2823,0,1.0329,7.947,262.7631,0.5799,2.0738,Act-1
-0.3339,0,1.1916,8.2609,49.3022,0.661,2.029,Act-1
5.756,1,1.6688,7.3765,0.0,0.726,2.0281,Act-1
2.0777,1,1.319,8.1019,18.0108,0.6511,2.0208,Act1
3.5999,1,1.4337,7.5521,18.0108,0.6519,2.0681,Act1
2.0362,1,1.3753,7.8211,75.5805,0.6275,2.0331,Act1
4.8794,1,1.4555,7.7269,0.0,0.7461,1.9979,Act1
3.9318,1,1.5362,7.5764,0.0,0.7467,2.0222,Act1
2.8671,1,1.3723,7.869,0.0,0.6434,2.0155,Act1
1.1605,0,1.2255,8.0556,18.0108,0.6566,1.9989,Act1
0.1352,0,1.073,7.8732,128.05,0.6185,2.126,Act-1
4.8851,1,1.5101,7.6306,18.0108,0.7065,2.1364,Act1
2.3177,1,1.3211,7.9194,60.6941,0.6818,2.0878,Act1
2.9237,1,1.3073,7.8003,0.0,0.6695,2.0956,Act1
3.9041,1,1.3345,7.6278,18.0108,0.669,2.0543,Act1
3.3499,1,1.3987,7.6449,18.0108,0.6842,2.0184,Act1
3.5674,1,1.4305,8.0574,18.0108,0.7105,2.0335,Act1
3.2276,1,1.4294,7.8943,18.0108,0.6998,2.0345,Act1
3.6604,1,1.4305,8.0574,18.0108,0.7105,2.0332,Act1
3.3207,1,1.4294,7.8943,18.0108,0.6998,2.0343,Act1
3.1203,1,1.5502,7.746,50.9079,0.6624,2.0519,Act1
3.1259,1,1.307,7.7759,0.0,0.678,2.0758,Act1
3.9563,0,1.1549,7.4828,42.6833,0.6192,2.08,Act1
-0.8528,0,1.2447,8.3667,18.0108,0.6388,2.1236,Act-1
-1.3425,0,1.2508,8.2029,18.0108,0.6441,2.1169,Act-1
